Word	MorphoLexSegm	Roots
bankruptcies	{(bank)(rupt)}>acy>	['bank', 'rupt']
astrologer	{(astro)(log)>er>}	['astro', 'log']
astrologers	{(astro)(log)>er>}	['astro', 'log']
astronautics	{(astro)(naut)}>ics>	['astro', 'naut']
autocoder	{(auto)}{(code)}>er>	['auto', 'code']
anteaters	{(ant)}{(eat)}>er>	['ant', 'eat']
anthologies	{(antho)(log)>y>}	['antho', 'log']
anthologist	{(antho)(log)>ist>}	['antho', 'log']
anthologists	{(antho)(log)>ist>}	['antho', 'log']
anthologizes	{(antho)(log)>ize>}	['antho', 'log']
anthologized	{(antho)(log)>ize>}	['antho', 'log']
anthologizing	{(antho)(log)>ize>}	['antho', 'log']
archbishoprics	(arch){(bishop)}>ic>	['arch', 'bishop']
archbishopric	(arch){(bishop)}>ic>	['arch', 'bishop']
archdeaconries	(arch){(deacon)}>ory>	['arch', 'deacon']
archdeaconry	(arch){(deacon)}>ory>	['arch', 'deacon']
zoologist	{(zoo)(log)>ist>}	['zoo', 'log']
zoology	{(zoo)(log)>y>}	['zoo', 'log']
aetiology	{(aeti)(log)>y>}	['aeti', 'log']
airhostess	{(air)}{(host)}>ess>	['air', 'host']
airhostesses	{(air)}{(host)}>ess>	['air', 'host']
airliners	{(air)}{(line)}>er>	['air', 'line']
airworthy	{(air)}{(worth)}>y>	['air', 'worth']
woodcarver	{(wood)}{(carve)}>er>	['wood', 'carve']
woodcutter	{(wood)}{(cut)}>er>	['wood', 'cut']
woodcutters	{(wood)}{(cut)}>er>	['wood', 'cut']
woodpecker	{(wood)}{(peck)}>er>	['wood', 'peck']
woolworkers	{(wool)}{(work)}>er>	['wool', 'work']
workmanship	{(work)}(man)>ship>	['work', 'man']
wrongdoer	{(wrong)}{(do)}>er>	['wrong', 'do']
yugoslavia	{(yugo)(slav)>ia>}	['yugo', 'slav']
wherewithal	{(where)(with)>al>}	['where', 'with']
wholeheartedly	{(whole)}{(heart)}>ly>	['whole', 'heart']
wholesalers	{(whole)}{(sale)}>er>	['whole', 'sale']
wigmaker	{(wig)}{(make)}>er>	['wig', 'make']
wildcatter	{(wild)}{(cat)}>er>	['wild', 'cat']
windbreaker	{(wind)}{(break)}>er>	['wind', 'break']
windjammer	{(wind)}{(jam)}>er>	['wind', 'jam']
wirecutters	{(wire)}{(cut)}>er>	['wire', 'cut']
withdrawal	{(with)}{(draw)}>al>	['with', 'draw']
withdrawn	{(with)}{(draw)}>n>	['with', 'draw']
watchmaker	{(watch)}{(make)}>er>	['watch', 'make']
wayfarer	{(way)(fare)}>er>	['way', 'fare']
weatherbeaten	{(weather)}{(beat)}>en>	['weather', 'beat']
wellknown	{(well)}{(know)}>n>	['well', 'know']
welterweight	{(welter)}{(weigh)>t>}	['welter', 'weigh']
viewfinder	{(view)}{(find)}>er>	['view', 'find']
virology	{(vir)(log)>y>}	['vir', 'log']
valedictorian	{(val)(dict)>ian>}	['val', 'dict']
ventriloquism	{(ventr)(loqu)>ism>}	['ventr', 'loqu']
ventriloquist	{(ventr)(loqu)>ist>}	['ventr', 'loqu']
verisimilitude	{(veri)(simil)>itude>}	['veri', 'simil']
uppercut	{(up)}>er>{(cut)}	['up', 'cut']
uppermost	{(up)}>er>{(most)}	['up', 'most']
typographic	{(typo)}(graph)>ic>	['typo', 'graph']
typography	{(typo)}(graph)>y>	['typo', 'graph']
typology	{(typo)}(log)>y>	['typo', 'log']
tyrannosaurus	{(tyran)(saur)>us>}	['tyran', 'saur']
trendsetter	{(trend)}{(set)}>er>	['trend', 'set']
troublemaker	{(trouble)}{(make)}>er>	['trouble', 'make']
troubleshooter	{(trouble)}{(shoot)}>er>	['trouble', 'shoot']
trustworthy	{(trust)}{(worth)}>y>	['trust', 'worth']
tomfoolery	{(tom)}{(fool)}>ory>	['tom', 'fool']
toolmaker	{(tool)}{(make)}>er>	['tool', 'make']
topographer	{(topo)(graph)>er>}	['topo', 'graph']
topographic	{(topo)(graph)>ic>}	['topo', 'graph']
topography	{(topo)(graph)>y>}	['topo', 'graph']
trainbearer	{(train)}{(bear)}>er>	['train', 'bear']
tickertape	{(tick)}>er>{(tape)}	['tick', 'tape']
tiebreaker	{(tie)}{(break)}>er>	['tie', 'break']
timekeeper	{(time)}{(keep)}>er>	['time', 'keep']
titleholder	{(title)}{(hold)}>er>	['title', 'hold']
teenager	{(teen)}{(age)}>er>	['teen', 'age']
teenagers	{(teen)}{(age)}>er>	['teen', 'age']
teetotaler	{(tee)(total)}>er>	['tee', 'total']
teetotaller	{(tee)(total)}>er>	['tee', 'total']
telegraphic	{(tele)(graph)>ic>}	['tele', 'graph']
telegraphy	{(tele)(graph)>y>}	['tele', 'graph']
teleology	{(tele)(log)>y>}	['tele', 'log']
teleprompter	(tele){(prompt)}>er>	['tele', 'prompt']
television	{(tele)(vis)>ion>}	['tele', 'vis']
terminology	{(termin)(log)>y>}	['termin', 'log']
theatergoers	{(theater)}{(go)}>er>	['theater', 'go']
theologian	{(theo)(log)>ian>}	['theo', 'log']
theologians	{(theo)(log)>ian>}	['theo', 'log']
theology	{(theo)(log)>y>}	['theo', 'log']
theology's	{(theo)(log)>y>}	['theo', 'log']
thermodynamically	(thermo){(dynamic)}>ly>	['thermo', 'dynamic']
thermoelectric	(thermo){(electr)>ic>}	['thermo', 'electr']
tablespoonful	{(table)}{(spoon)}>ful>	['table', 'spoon']
tablespoonfuls	{(table)}{(spoon)}>ful>	['table', 'spoon']
tautology	{(tauto)(log)>y>}	['tauto', 'log']
taxidermy	{(taxi)(derm)>y>}	['taxi', 'derm']
taxpayer	{(tax)}{(pay)}>er>	['tax', 'pay']
taxpayers	{(tax)}{(pay)}>er>	['tax', 'pay']
taxpayer's	{(tax)}{(pay)}>er>	['tax', 'pay']
tearjerker	{(tear)}{(jerk)}>er>	['tear', 'jerk']
teaspoonful	{(tea)}{(spoon)}>ful>	['tea', 'spoon']
teaspoonfuls	{(tea)}{(spoon)}>ful>	['tea', 'spoon']
technologist	{(tech)(log)>ist>}	['tech', 'log']
technology	{(tech)(log)>y>}	['tech', 'log']
swashbuckler	{(swash)}{(buckle)}>er>	['swash', 'buckle']
sunburnt	{(sun)}{(burn)}>t>	['sun', 'burn']
stockbroker	{(stock)}{(broke)}>er>	['stock', 'broke']
stockholder	{(stock)}{(hold)}>er>	['stock', 'hold']
stockholders	{(stock)}{(hold)}>er>	['stock', 'hold']
stonecutter	{(stone)}{(cut)}>er>	['stone', 'cut']
storekeeper	{(store)}{(keep)}>er>	['store', 'keep']
storekeepers	{(store)}{(keep)}>er>	['store', 'keep']
storyteller	{(story)}{(tell)}>er>	['story', 'tell']
storyteller's	{(story)}{(tell)}>er>	['story', 'tell']
streetwalker	{(street)}{(walk)}>er>	['street', 'walk']
strikebreaker	{(strike)}{(break)}>er>	['strike', 'break']
strikebreakers	{(strike)}{(break)}>er>	['strike', 'break']
stupefaction	{(stup)(efact)>ion>}	['stup', 'efact']
stakeholder	{(stake)}{(hold)}>er>	['stake', 'hold']
standoffish	{(stand)}{(off)}>ish>	['stand', 'off']
stargazer	{(star)}{(gaze)}>er>	['star', 'gaze']
statesmanship	{(state)}(man)>ship>	['state', 'man']
stationmaster	{(stat)>ion>}{(master)}	['stat', 'master']
steamroller	{(steam)}{(roll)}>er>	['steam', 'roll']
steelmaker	{(steel)}{(make)}>er>	['steel', 'make']
steelworker	{(steel)}{(work)}>er>	['steel', 'work']
stenographer	{(steno)(graph)>er>}	['steno', 'graph']
stenography	{(steno)(graph)>y>}	['steno', 'graph']
stereophonic	{(stereo)(phon)>ic>}	['stereo', 'phon']
sportsmanship	{(sport)}(man)>ship>	['sport', 'man']
sportswriter	{(sport)}{(write)}>er>	['sport', 'write']
sociologist	{(socio)(log)>ist>}	['socio', 'log']
sociologists	{(socio)(log)>ist>}	['socio', 'log']
socioeconomic	(socio){(econom)>ic>}	['socio', 'econom']
sociology	{(socio)(log)>y>}	['socio', 'log']
soothsayer	{(sooth)}{(say)}>er>	['sooth', 'say']
soothsayers	{(sooth)}{(say)}>er>	['sooth', 'say']
southeastern	{(south)}{(east)}>ern>	['south', 'east']
southwestern	{(south)}{(west)}>ern>	['south', 'west']
skydiver	{(sky)}{(dive)}>er>	['sky', 'dive']
skyjackers	{(sky)}{(jack)}>er>	['sky', 'jack']
skyscrapers	{(sky)}{(scrape)}>er>	['sky', 'scrape']
skyscraper	{(sky)}{(scrape)}>er>	['sky', 'scrape']
sleepwalker	{(sleep)}{(walk)}>er>	['sleep', 'walk']
sleepyhead	{(sleep)}>y>{(head)}	['sleep', 'head']
sidewinder	{(side)}{(wind)}>er>	['side', 'wind']
sightseer	{(sight)}{(see)}>er>	['sight', 'see']
sightseers	{(sight)}{(see)}>er>	['sight', 'see']
signalman	{(sign)}>al>{(man)}	['sign', 'man']
singlehandedly	{(single)}{(hand)}>ly>	['single', 'hand']
skateboarder	{(skate)}{(board)}>er>	['skate', 'board']
sharecropper	{(share)}{(crop)}>er>	['share', 'crop']
shamefacedly	{(shame)}{(face)}>ly>	['shame', 'face']
shareholder	{(share)}{(hold)}>er>	['share', 'hold']
shareholders	{(share)}{(hold)}>er>	['share', 'hold']
sharpshooters	{(sharp)}{(shoot)}>er>	['sharp', 'shoot']
sharpshooter	{(sharp)}{(shoot)}>er>	['sharp', 'shoot']
shipbroker	{(ship)}{(broke)}>er>	['ship', 'broke']
shipbuilder	{(ship)}{(build)}>er>	['ship', 'build']
shipowner	{(ship)}{(own)}>er>	['ship', 'own']
shoemaker	{(shoe)}{(make)}>er>	['shoe', 'make']
shopkeeper	{(shop)}{(keep)}>er>	['shop', 'keep']
shopkeepers	{(shop)}{(keep)}>er>	['shop', 'keep']
shoplifter	{(shop)}{(lift)}>er>	['shop', 'lift']
shortsightedness	{(short)}{(sight)}>ness>	['short', 'sight']
showmanship	{(show)}(man)>ship>	['show', 'man']
seismology	{(seism)(log)>y>}	['seism', 'log']
sceneshifter	{(scene)}{(shift)}>er>	['scene', 'shift']
schoolgirlish	{(school)}{(girl)}>ish>	['school', 'girl']
scorekeeper	{(score)}{(keep)}>er>	['score', 'keep']
screwdriver	{(screw)}{(drive)}>er>	['screw', 'drive']
scriptwriter	{(script)}{(write)}>er>	['script', 'write']
seafarers	{(sea)(fare)}>er>	['sea', 'fare']
seamanship	{(sea)}(man)>ship>	['sea', 'man']
seasickness	{(sea)}{(sick)}>ness>	['sea', 'sick']
seaworthy	{(sea)}{(worth)}>y>	['sea', 'worth']
sadomasochism	{(sado)(masoch)>ism>}	['sado', 'masoch']
safecracker	{(safe)}{(crack)}>er>	['safe', 'crack']
salesmanship	{(sale)}(man)>ship>	['sale', 'man']
sandpiper	{(sand)}{(pipe)}>er>	['sand', 'pipe']
satisfaction	{(satis)(fact)>ion>}	['satis', 'fact']
satisfactions	{(satis)(fact)>ion>}	['satis', 'fact']
satisfactory	{(satis)(fact)>ory>}	['satis', 'fact']
saxophonist	{(saxo)(phon)}>ist>	['saxo', 'phon']
roadworthy	{(road)}{(worth)}>y>	['road', 'worth']
roughrider	{(rough)}{(ride)}>er>	['rough', 'ride']
rubberneck	{(rub)}>er>{(neck)}	['rub', 'neck']
righthander	{(right)}{(hand)}>er>	['right', 'hand']
righthandler	{(right)}{(handle)}>er>	['right', 'handle']
ringleader	{(ring)}{(lead)}>er>	['ring', 'lead']
rectilinear	{(rect)(line)>ar>}	['rect', 'line']
radioactive	(radio){(act)}>ive>	['radio', 'act']
radiochlorine	{(radio)}{(chlor)>ine>}	['radio', 'chlor']
radiography	{(radio)(graph)>y>}	['radio', 'graph']
radiology	{(radio)(log)>y>}	['radio', 'log']
radiotherapy	(radio){(therap)>y>}	['radio', 'therap']
railroader	{(rail)}{(road)}>er>	['rail', 'road']
ratepayer	{(rate)}{(pay)}>er>	['rate', 'pay']
pussycat	{(puss)}>y>{(cat)}	['puss', 'cat']
pussyfoot	{(puss)}>y>{(foot)}	['puss', 'foot']
pyromaniac	{(pyro)(mania)>iac>}	['pyro', 'mania']
protoplasmic	{(proto)(plasm)}>ic>	['proto', 'plasm']
psychoactive	(psycho){(act)}>ive>	['psycho', 'act']
psychologists	{(psycho)(log)>ist>}	['psycho', 'log']
psychokinesis	(psycho){(kine)>sis>}	['psycho', 'kine']
psychologist	{(psycho)(log)>ist>}	['psycho', 'log']
psychology	{(psycho)(log)>y>}	['psycho', 'log']
psychosomatic	{(psycho)(soma)>ic>}	['psycho', 'soma']
psychotherapeutic	(psycho){(therap)>ic>}	['psycho', 'therap']
psychotherapist	(psycho){(therap)>ist>}	['psycho', 'therap']
psychotherapists	(psycho){(therap)>ist>}	['psycho', 'therap']
psychotherapy	(psycho){(therap)>y>}	['psycho', 'therap']
pornographer	{(porn)(graph)>er>}	['porn', 'graph']
pornographic	{(porn)(graph)>ic>}	['porn', 'graph']
pornography	{(porn)(graph)>y>}	['porn', 'graph']
potboiler	{(pot)}{(boil)}>er>	['pot', 'boil']
potboilers	{(pot)}{(boil)}>er>	['pot', 'boil']
potentiometer	{(pot)>ant>(iometer)}	['pot', 'iometer']
praiseworthy	{(praise)}{(worth)}>y>	['praise', 'worth']
pokerfaced	{(poke)}>er>{(face)}	['poke', 'face']
philologists	{(philo)(log)>ist>}	['philo', 'log']
philosopher	{(philo)(soph)>er>}	['philo', 'soph']
philosophers	{(philo)(soph)>er>}	['philo', 'soph']
philosophic	{(philo)(soph)>ic>}	['philo', 'soph']
philosophies	{(philo)(soph)>y>}	['philo', 'soph']
philosophy	{(philo)(soph)>y>}	['philo', 'soph']
philosophize	{(philo)(soph)>ize>}	['philo', 'soph']
philosophized	{(philo)(soph)>ize>}	['philo', 'soph']
philosophizing	{(philo)(soph)>ize>}	['philo', 'soph']
phonology	{(phon)(log)>y>}	['phon', 'log']
photoelectric	(photo){(electr)>ic>}	['photo', 'electr']
photogenic	{(photo)(gen)>ic>}	['photo', 'gen']
photographer	{(photo)(graph)>er>}	['photo', 'graph']
photographers	{(photo)(graph)>er>}	['photo', 'graph']
photographic	{(photo)(graph)>ic>}	['photo', 'graph']
photography	{(photo)(graph)>y>}	['photo', 'graph']
photorealism	{(photo)}{(real)}>ism>	['photo', 'real']
phraseology	{(phrase)(log)>y>}	['phrase', 'log']
physiognomy	{(phys)(gnom)>y>}	['phys', 'gnom']
physiologic	{(phys)(log)>ic>}	['phys', 'log']
physiologist	{(phys)(log)>ist>}	['phys', 'log']
physiology	{(phys)(log)>y>}	['phys', 'log']
physiotherapist	(phys){(therap)>ist>}	['phys', 'therap']
physiotherapy	(phys){(therap)>y>}	['phys', 'therap']
piggyback	{(pig)}>y>{(back)}	['pig', 'back']
plainspoken	{(plain)}{(spoke)}>en>	['plain', 'spoke']
penmanship	{(pen)}(man)>ship>	['pen', 'man']
pennyweight	{(penny)}{(weigh)>t>}	['penny', 'weigh']
penultimate	(pen){(ultim)>ate>}	['pen', 'ultim']
pharmacology	{(pharma)(log)>y>}	['pharma', 'log']
paratrooper	(para){(troop)}>er>	['para', 'troop']
paratroopers	(para){(troop)}>er>	['para', 'troop']
partaker	{(par)(take)}>er>	['par', 'take']
passageway	{(pass)}>age>{(way)}	['pass', 'way']
passerby	{(pass)}>er>{(by)}	['pass', 'by']
pathogenesis	{(patho)(gen)>sis>}	['patho', 'gen']
pathologic	{(patho)(log)>ic>}	['patho', 'log']
pathologist	{(patho)(log)>ist>}	['patho', 'log']
pathogenic	{(patho)(gen)}>ic>	['patho', 'gen']
pathology	{(patho)(log)>y>}	['patho', 'log']
pawnbroker	{(pawn)}{(broke)}>er>	['pawn', 'broke']
peacemaker	{(peace)}{(make)}>er>	['peace', 'make']
peashooter	{(pea)}{(shoot)}>er>	['pea', 'shoot']
pacemaker	{(pace)}{(make)}>er>	['pace', 'make']
pacesetter	{(pace)}{(set)}>er>	['pace', 'set']
painkiller	{(pain)}{(kill)}>er>	['pain', 'kill']
paleolithic	{(paleo)(lith)}>ic>	['paleo', 'lith']
pallbearer	{(pall)}{(bear)}>er>	['pall', 'bear']
paperweight	{(paper)}{(weigh)>t>}	['paper', 'weigh']
parabola	{(para)(bol)>a>}	['para', 'bol']
parabolic	{(para)(bol)>ic>}	['para', 'bol']
paramagnetic	(para){(magnet)}>ic>	['para', 'magnet']
paramilitary	(para){(milit)>ory>}	['para', 'milit']
paramount	{(par)>a>(mount)}	['par', 'mount']
paranormal	(para){(norm)>al>}	['para', 'norm']
paraplegic	{(para)(pleg)>ic>}	['para', 'pleg']
ornithology	{(ornitho)(log)>y>}	['ornitho', 'log']
orthodoxy	{(ortho)(dox)}>y>	['ortho', 'dox']
orthographic	{(ortho)(graph)>ic>}	['ortho', 'graph']
orthographies	{(ortho)(graph)>y>}	['ortho', 'graph']
orthography	{(ortho)(graph)>y>}	['ortho', 'graph']
otherworldly	{(other)}{(world)}>ly>	['other', 'world']
outermost	{(out)}>er>{(most)}	['out', 'most']
oceanographer	{(ocean)}(graph)>er>	['ocean', 'graph']
oceanographic	{(ocean)}(graph)>ic>	['ocean', 'graph']
oceanography	{(ocean)}(graph)>y>	['ocean', 'graph']
officeholder	{(office)}{(hold)}>er>	['office', 'hold']
officeholders	{(office)}{(hold)}>er>	['office', 'hold']
oligarchy	{(olig)(arch)>y>}	['olig', 'arch']
ontology	{(onto)(log)>y>}	['onto', 'log']
operagoers	{(opera)}{(go)}>er>	['opera', 'go']
ophthalmology	{(ophthalmo)(log)>y>}	['ophthalmo', 'log']
northeaster	{(north)}{(east)}>er>	['north', 'east']
northeastern	{(north)}{(east)}>ern>	['north', 'east']
northernmost	{(north)}>ern>{(most)}	['north', 'most']
northwestern	{(north)}{(west)}>ern>	['north', 'west']
noteworthy	{(note)}{(worth)}>y>	['note', 'worth']
nothingness	{(no)(thing)}>ness>	['no', 'thing']
numerology	{(numer)(log)>y>}	['numer', 'log']
nutcracker	{(nut)}{(crack)}>er>	['nut', 'crack']
nymphomaniac	{(nympho)(mania)>iac>}	['nympho', 'mania']
nymphomaniacs	{(nympho)(mania)>iac>}	['nympho', 'mania']
nearsightedly	{(near)}{(sight)}>ly>	['near', 'sight']
neoclassic	(neo){(class)}>ic>	['neo', 'class']
neolithic	{(neo)(lith)>ic>}	['neo', 'lith']
neurology	{(neuro)(log)>y>}	['neuro', 'log']
neurologist	{(neuro)(log)>ist>}	['neuro', 'log']
newcomer	{(new)}{(come)}>er>	['new', 'come']
newcomers	{(new)}{(come)}>er>	['new', 'come']
newlywed	{(new)}>ly>{(wed)}	['new', 'wed']
newlyweds	{(new)}>ly>{(wed)}	['new', 'wed']
newscaster	{(new)}{(cast)}>er>	['new', 'cast']
newsreader	{(new)}{(read)}>er>	['new', 'read']
newsvendor	{(new)}{(vend)}>or>	['new', 'vend']
newsworthy	{(new)}{(worth)}>y>	['new', 'worth']
mudslinger	{(mud)}{(sling)}>er>	['mud', 'sling']
musicologists	{(musico)}{(log)}>ist>	['musico', 'log']
mythologies	{(myth)}(log)>y>	['myth', 'log']
mythology	{(myth)}(log)>y>	['myth', 'log']
moneychanger	{(money)}{(change)}>er>	['money', 'change']
moneylender	{(money)}{(lend)}>er>	['money', 'lend']
moneymaker	{(money)}{(make)}>er>	['money', 'make']
morphology	{(morph)}(log)>y>	['morph', 'log']
minesweeper	{(mine)}{(sweep)}>er>	['mine', 'sweep']
minneapolis	{(minnea)(pol)>sis>}	['minnea', 'pol']
misogyny	{(miso)(gyn)>y>}	['miso', 'gyn']
misogynist	{(miso)(gyn)>ist>}	['miso', 'gyn']
megalomaniac	{(megalo)(mania)>iac>}	['megalo', 'mania']
melodramatic	{(melo)(drama)}>ic>	['melo', 'drama']
merrymaker	{(merry)}{(make)}>er>	['merry', 'make']
meteorology	{(meteo)(log)>y>}	['meteo', 'log']
methodology	{(method)}(log)>y>	['method', 'log']
metropolis	{(metro)(pol)>sis>}	['metro', 'pol']
metropolitan	{(metro)(pol)>itan>}	['metro', 'pol']
middleweight	{(middle)}{(weigh)>t>}	['middle', 'weigh']
marksmanship	{(mark)}(man)>ship>	['mark', 'man']
matchmaker	{(match)}{(make)}>er>	['match', 'make']
mealybug	{(meal)}>y>{(bug)}	['meal', 'bug']
lungpower	{(lung)}{(pow)}>er>	['lung', 'pow']
magnanimity	{(magn)(anim)>ity>}	['magn', 'anim']
magnanimous	{(magn)(anim)>ious>}	['magn', 'anim']
maidenhead	{(maid)>en>(head)}	['maid', 'head']
malevolence	{(male)(vol)>ance>}	['male', 'vol']
malediction	{(male)(dict)}>ion>	['male', 'dict']
malevolent	{(male)(vol)>ant>}	['male', 'vol']
lithography	{(litho)(graph)>y>}	['litho', 'graph']
locomotion	{(loc)(mot)}>ion>	['loc', 'mot']
locomotive	{(loc)(mot)}>ive>	['loc', 'mot']
locomotives	{(loc)(mot)}>ive>	['loc', 'mot']
loonybin	{(loon)>y>}{(bin)}	['loon', 'bin']
lopsidedly	{(lop)}{(side)}>ly>	['lop', 'side']
loudspeaker	{(loud)}{(speak)}>er>	['loud', 'speak']
loudspeakers	{(loud)}{(speak)}>er>	['loud', 'speak']
lowermost	{(low)}>er>{(most)}	['low', 'most']
lefthander	{(left)}{(hand)}>er>	['left', 'hand']
lefthanders	{(left)}{(hand)}>er>	['left', 'hand']
lightweight	{(light)}{(weigh)>t>}	['light', 'weigh']
linebackers	{(line)}{(back)}>er>	['line', 'back']
liquefaction	{(liqu)(fact)>ion>}	['liqu', 'fact']
lamplighter	{(lamp)}{(light)}>er>	['lamp', 'light']
landholder	{(land)}{(hold)}>er>	['land', 'hold']
landowner	{(land)}{(own)}>er>	['land', 'own']
landowners	{(land)}{(own)}>er>	['land', 'own']
landrover	{(land)}{(rove)}>er>	['land', 'rove']
latecomer	{(late)}{(come)}>er>	['late', 'come']
lawmakers	{(law)}{(make)}>er>	['law', 'make']
leaseholder	{(lease)}{(hold)}>er>	['lease', 'hold']
jurisdiction	{(jur)(dict)>ion>}	['jur', 'dict']
jurisdictions	{(jur)(dict)>ion>}	['jur', 'dict']
jurisprudence	{(jur)(prud)>ance>}	['jur', 'prud']
jurisprudent	{(jur)(prud)>ant>}	['jur', 'prud']
kingfisher	{(king)}{(fish)}>er>	['king', 'fish']
kleptomaniac	{(klepto)(mania)>iac>}	['klepto', 'mania']
knowledgeable	{(know)(ledge)}>able>	['know', 'ledge']
isotropic	{(iso)(trop)>ic>}	['iso', 'trop']
jawbreaker	{(jaw)}{(break)}>er>	['jaw', 'break']
jetliners	{(jet)}{(line)}>er>	['jet', 'line']
innkeeper	{(inn)}{(keep)}>er>	['inn', 'keep']
indianapolis	{(indiana)(pol)>sis>}	['indiana', 'pol']
indonesian	{(indo)(nesia)}>n>	['indo', 'nesia']
hundredweight	{(hundred)}{(weigh)>t>}	['hundred', 'weigh']
hydrochloride	(hydro){(chlor)>ide>}	['hydro', 'chlor']
hydroelectric	(hydro){(electr)>ic>}	['hydro', 'electr']
hydrostatic	{(hydro)(stat)}>ic>	['hydro', 'stat']
hydrotherapy	(hydro){(therap)>y>}	['hydro', 'therap']
icebreaker	{(ice)}{(break)}>er>	['ice', 'break']
idealogical	{(idea)}{(logic)}>al>	['idea', 'logic']
ideologies	{(ideo)(log)>y>}	['ideo', 'log']
ideologist	{(ideo)(log)>ist>}	['ideo', 'log']
ideology	{(ideo)(log)>y>}	['ideo', 'log']
idiosyncrasy	{(idio)>syn>(crasy)}	['idio', 'crasy']
homebuilders	{(home)}{(build)}>er>	['home', 'build']
homegrown	{(home)}{(grow)}>n>	['home', 'grow']
homemaker	{(home)}{(make)}>er>	['home', 'make']
homemakers	{(home)}{(make)}>er>	['home', 'make']
homeowners	{(home)}{(own)}>er>	['home', 'own']
homesickness	{(home)}{(sick)}>ness>	['home', 'sick']
homesteaders	{(home)}{(stead)}>er>	['home', 'stead']
homewrecker	{(home)}{(wreck)}>er>	['home', 'wreck']
homogeneity	{(homo)(gen)>ity>}	['homo', 'gen']
homogeneous	{(homo)(gen)>ious>}	['homo', 'gen']
homogenize	{(homo)(gen)>ize>}	['homo', 'gen']
homosexual	(homo){(sex)}>al>	['homo', 'sex']
homosexuals	(homo){(sex)}>al>	['homo', 'sex']
homozygous	{(homo)(zygo)>ious>}	['homo', 'zygo']
honeymooners	{(honey)}{(moon)}>er>	['honey', 'moon']
horsemanship	{(horse)}(man)>ship>	['horse', 'man']
housebreakers	{(house)}{(break)}>er>	['house', 'break']
housebroken	{(house)}{(broke)}>en>	['house', 'broke']
householder	{(house)}{(hold)}>er>	['house', 'hold']
householders	{(house)}{(hold)}>er>	['house', 'hold']
housekeeper	{(house)}{(keep)}>er>	['house', 'keep']
heavyweight	{(heavy)}{(weigh)>t>}	['heavy', 'weigh']
heterogeneity	{(hetero)(gen)>ity>}	['hetero', 'gen']
heterogeneous	{(hetero)(gen)>ious>}	['hetero', 'gen']
heterosexual	(hetero){(sex)}>al>	['hetero', 'sex']
hieroglyphic	{(hiero)(glyph)}>ic>	['hiero', 'glyph']
highlander	{(high)(land)}>er>	['high', 'land']
hillbilly	{(hill)}{(bill)>y>}	['hill', 'bill']
histology	{(histo)(log)>y>}	['histo', 'log']
hitchhiker	{(hitch)}{(hike)}>er>	['hitch', 'hike']
handicraft	{(hand)}>y>{(craft)}	['hand', 'craft']
handicrafts	{(hand)}>y>{(craft)}	['hand', 'craft']
handiwork	{(hand)}>y>{(work)}	['hand', 'work']
handmaiden	{(hand)}{(maid)>en>}	['hand', 'maid']
handyman	{(hand)}>y>{(man)}	['hand', 'man']
handymen	{(hand)}>y>(men)	['hand', 'men']
haphazardly	{(hap)(hazard)}>ly>	['hap', 'hazard']
headhunter	{(head)}{(hunt)}>er>	['head', 'hunt']
heartbroken	{(heart)}{(broke)}>en>	['heart', 'broke']
grownups	{(grow)}>n>{(up)}	['grow', 'up']
gunfighter	{(gun)}{(fight)}>er>	['gun', 'fight']
gunrunner	{(gun)}{(run)}>er>	['gun', 'run']
gunslinger	{(gun)}{(sling)}>er>	['gun', 'sling']
hairdresser	{(hair)}{(dress)}>er>	['hair', 'dress']
hallucinogenic	{(hallucin)(gen)}>ic>	['hallucin', 'gen']
goalkeeper	{(goal)}{(keep)}>er>	['goal', 'keep']
grandiloquent	{(grand)(loqu)>ant>}	['grand', 'loqu']
grasshopper	{(grass)}{(hop)}>er>	['grass', 'hop']
grasshoppers	{(grass)}{(hop)}>er>	['grass', 'hop']
genealogies	{(gen)(log)>y>}	['gen', 'log']
genealogy	{(gen)(log)>y>}	['gen', 'log']
gentlemanly	{(gentle)}(man)>ly>	['gentle', 'man']
